Whitman 5NE,2020-07-31 05:00:00 MDT,52°F,52°F,100%,65°F,0W/m^2,0MPH,NNW,1022mb,,,0.00"
Winslow 6E,2020-07-31 06:00:00 CDT,57°F,56°F,97%,72°F,0W/m^2,5MPH,NNW,1018mb,,,0.00"
Wood River 5SE,2020-07-31 06:00:00 CDT,59°F,59°F,98%,68°F,0W/m^2,2MPH,NNW,1018mb,,,0.00"
York 2W,2020-07-31 06:00:00 CDT,60°F,58°F,94%,70°F,0W/m^2,3MPH,NNW,1017mb,,,0.00"
Ainsworth 2NE,2020-07-31 07:00:00 CDT,55°F,55°F,98%,60°F,49W/m^2,1MPH,SW,1021mb,,,0.00"
Alda 3W,2020-07-31 07:00:00 CDT,59°F,59°F,98%,67°F,40W/m^2,2MPH,NNW,1019mb,,,0.00"
Alliance 6NW,2020-07-31 06:00:00 MDT,54°F,53°F,98%,68°F,18W/m^2,3MPH,NW,1023mb,,,0.00"
Arthur 8S,2020-07-31 06:00:00 MDT,54°F,54°F,99%,64°F,5W/m^2,0MPH,NNW,1022mb,,,0.00"
Axtell 5NE,2020-07-31 07:00:00 CDT,57°F,57°F,99%,69°F,39W/m^2,1MPH,NW,1020mb,,,0.00"
Big Springs 8NE,2020-07-31 06:00:00 MDT,56°F,55°F,98%,67°F,0W/m^2,2MPH,W,1022mb,,,0.00"
Broadwater 7N,2020-07-31 06:00:00 MDT,55°F,53°F,92%,67°F,8W/m^2,0MPH,NNW,1022mb,,,0.00"
Brule 6SW,2020-07-31 06:00:00 MDT,59°F,57°F,93%,67°F,8W/m^2,6MPH,W,1022mb,,,0.00"
Central City 3W,2020-07-31 07:00:00 CDT,58°F,57°F,98%,68°F,56W/m^2,1MPH,NNW,1019mb,,,0.00"
Champion 5SE,2020-07-31 06:00:00 MDT,53°F,53°F,100%,73°F,16W/m^2,2MPH,WNW,1023mb,,,0.00"
Concord 2E,2020-07-31 07:00:00 CDT,58°F,57°F,96%,69°F,79W/m^2,3MPH,NNW,1019mb,,,0.00"
Cozad 8N,2020-07-31 07:00:00 CDT,54°F,54°F,100%,68°F,26W/m^2,0MPH,NNW,1021mb,,,0.00"
Curtis 1N,2020-07-31 07:00:00 CDT,55°F,55°F,100%,69°F,21W/m^2,2MPH,NW,1021mb,,,0.00"
Decatur 7S,2020-07-31 07:00:00 CDT,60°F,57°F,93%,69°F,91W/m^2,5MPH,NNW,1016mb,,,0.00"
Dickens 1NE,2020-07-31 07:00:00 CDT,58°F,58°F,100%,66°F,2W/m^2,0MPH,NNW,1021mb,,,0.00"
Dunning 6NW,2020-07-31 07:00:00 CDT,56°F,56°F,100%,66°F,24W/m^2,0MPH,NNW,1021mb,,,0.00"
Eagle 3NW Beta,2020-07-31 07:00:00 CDT,61°F,59°F,94%,70°F,21W/m^2,2MPH,NNW,1017mb,,,0.00"
Elgin 6W,2020-07-31 07:00:00 CDT,58°F,58°F,100%,67°F,63W/m^2,0MPH,NNW,1019mb,,,0.00"
Emmet 2E,2020-07-31 07:00:00 CDT,55°F,55°F,100%,69°F,56W/m^2,1MPH,WSW,1019mb,,,0.00"
Firth 3N,2020-07-31 07:00:00 CDT,60°F,59°F,94%,72°F,16W/m^2,2MPH,NW,1017mb,,,0.00"
Fordyce 4N,2020-07-31 07:00:00 CDT,63°F,59°F,89%,70°F,59W/m^2,5MPH,WNW,1018mb,,,0.00"
Gordon 4SE,2020-07-31 06:00:00 MDT,57°F,55°F,96%,68°F,26W/m^2,2MPH,WSW,1021mb,,,0.00"
Gothenburg 2NW,2020-07-31 07:00:00 CDT,54°F,53°F,97%,66°F,32W/m^2,0MPH,NNW,1021mb,,,0.00"
Grant 1E,2020-07-31 06:00:00 MDT,58°F,57°F,97%,68°F,11W/m^2,2MPH,WNW,1021mb,,,"0.00"
Guide Rock 3E,2020-07-31 07:00:00 CDT,63°F,61°F,92%,69°F,10W/m^2,5MPH,NNW,1018mb,,,0.00"
Harrison 4NW,2020-07-31 06:00:00 MDT,64°F,52°F,66%,66°F,0W/m^2,3MPH,NNW,1020mb,,,0.00"
Harvard 4SW,2020-07-31 07:00:00 CDT,60°F,59°F,97%,68°F,34W/m^2,3MPH,NNW,1018mb,,,0.00"
Hayes Center 3N,2020-07-31 07:00:00 CDT,56°F,56°F,100%,68°F,14W/m^2,3MPH,NW,1021mb,,,0.00"
Holdrege 5N,2020-07-31 07:00:00 CDT,58°F,57°F,98%,71°F,17W/m^2,3MPH,NW,1020mb,,,0.00"
Indianola 8SW,2020-07-31 07:00:00 CDT,56°F,55°F,98%,70°F,28W/m^2,1MPH,SSW,1021mb,,,0.00"
Kearney 3E,2020-07-31 07:00:00 CDT,57°F,57°F,97%,66°F,33W/m^2,5MPH,NW,1020mb,,,0.00"
Keystone 4W,2020-07-31 06:00:00 MDT,58°F,58°F,100%,70°F,12W/m^2,0MPH,NNW,1021mb,,,0.00"
Leigh 1W,2020-07-31 07:00:00 CDT,56°F,56°F,98%,72°F,39W/m^2,0MPH,NNW,1019mb,,,0.00"
Lexington 4S,2020-07-31 07:00:00 CDT,57°F,57°F,97%,67°F,20W/m^2,4MPH,WNW,1020mb,,,0.00"
Lincoln 1500 N 45th,2020-07-31 07:00:00 CDT,62°F,58°F,88%,69°F,14W/m^2,2MPH,NNW,1017mb,,,0.00"
Lincoln 1700 N 10th,2020-07-31 07:00:00 CDT,64°F,58°F,81%,70°F,30W/m^2,2MPH,NNW,1017mb,,,0.00"
Lincoln 5700 S 27th,2020-07-31 07:00:00 CDT,63°F,58°F,84%,71°F,7W/m^2,2MPH,NNW,1017mb,,,0.00"
Lincoln 9100 S 78th,2020-07-31 07:00:00 CDT,64°F,58°F,81%,70°F,6W/m^2,8MPH,NNE,1017mb,,,0.00"
Long Pine 20S,2020-07-31 07:00:00 CDT,57°F,56°F,95%,71°F,51W/m^2,2MPH,NNW,1020mb,,,0.00"
Memphis 4N,2020-07-31 07:00:00 CDT,62°F,59°F,89%,73°F,47W/m^2,3MPH,NNW,1017mb,,,0.00"
Memphis 5N,2020-07-31 07:00:00 CDT,62°F,58°F,88%,73°F,88W/m^2,4MPH,NNW,1017mb,,,0.00"
Merna 2SW,2020-07-31 07:00:00 CDT,54°F,54°F,99%,69°F,34W/m^2,3MPH,NNW,1021mb,,,0.00"
Mullen 30N,2020-07-31 06:00:00 MDT,58°F,57°F,97%,66°F,29W/m^2,2MPH,WSW,,,,0.00"
Naper 12SW,2020-07-31 07:00:00 CDT,56°F,56°F,97%,69°F,56W/m^2,1MPH,SE,1020mb,,,0.00"
Nebraska City 3NW,2020-07-31 07:00:00 CDT,64°F,61°F,88%,72°F,15W/m^2,3MPH,NNW,1016mb,,,0.00"
North Platte 3SW Beta,2020-07-31 07:00:00 CDT,54°F,53°F,99%,68°F,2W/m^2,2MPH,S,1021mb,,,0.00"
Oakland 4W,2020-07-31 07:00:00 CDT,60°F,57°F,90%,73°F,82W/m^2,5MPH,NNW,1018mb,,,0.00"
Ord 2N,2020-07-31 07:00:00 CDT,57°F,56°F,98%,66°F,60W/m^2,3MPH,NW,1020mb,,,0.00"
Oshkosh 6N,2020-07-31 06:00:00 MDT,57°F,56°F,95%,69°F,3W/m^2,0MPH,NNW,1022mb,,,0.00"
Overton 6SE,2020-07-31 07:00:00 CDT,57°F,57°F,98%,67°F,9W/m^2,2MPH,NW,1020mb,,,0.00"
Pierce 2SW,2020-07-31 07:00:00 CDT,58°F,58°F,101%,70°F,72W/m^2,1MPH,NNW,1019mb,,,0.00"
Plattsmouth 2SE,2020-07-31 07:00:00 CDT,64°F,60°F,87%,72°F,50W/m^2,5MPH,NNW,1017mb,,,0.00"
Plymouth 4E,2020-07-31 07:00:00 CDT,61°F,59°F,95%,69°F,16W/m^2,5MPH,NNW,1017mb,,,0.00"
Ragan 5W,2020-07-31 07:00:00 CDT,58°F,56°F,96%,67°F,14W/m^2,2MPH,NW,1020mb,,,0.00"
Rulo 5SW,2020-07-31 07:00:00 CDT,65°F,63°F,94%,74°F,12W/m^2,4MPH,NNW,1015mb,,,0.00"
Scottsbluff 2NW,2020-07-31 06:00:00 MDT,54°F,53°F,98%,69°F,0W/m^2,0MPH,NNW,1023mb,,,0.00"
Scottsbluff 6NW,2020-07-31 06:00:00 MDT,58°F,55°F,90%,72°F,4W/m^2,3MPH,NNW,1021mb,,,0.00"
Shelton 2SW,2020-07-31 07:00:00 CDT,58°F,58°F,98%,70°F,37W/m^2,0MPH,NNW,1020mb,,,0.00"
Sidney 2NW,2020-07-31 06:00:00 MDT,55°F,53°F,94%,70°F,13W/m^2,3MPH,WSW,1023mb,,,"0.00"
Smithfield 2E,2020-07-31 07:00:00 CDT,57°F,56°F,97%,69°F,15W/m^2,3MPH,NW,1020mb,,,0.00"
Sparks 5NE,2020-07-31 07:00:00 CDT,58°F,56°F,95%,68°F,44W/m^2,4MPH,SSW,1020mb,,,0.00"
Walton 5NW,2020-07-31 07:00:00 CDT,62°F,59°F,88%,70°F,7W/m^2,1MPH,NE,1017mb,,,0.00"
West Point 2W,2020-07-31 07:00:00 CDT,58°F,56°F,95%,71°F,43W/m^2,1MPH,W,1019mb,,,0.00"
Whitman 5NE,2020-07-31 06:00:00 MDT,53°F,53°F,99%,65°F,28W/m^2,0MPH,NNW,1023mb,,,0.00"
Winslow 6E,2020-07-31 07:00:00 CDT,59°F,57°F,94%,71°F,78W/m^2,5MPH,NNW,1018mb,,,0.00"
Wood River 5SE,2020-07-31 07:00:00 CDT,58°F,58°F,98%,68°F,57W/m^2,0MPH,NNW,1019mb,,,0.00"
York 2W,2020-07-31 07:00:00 CDT,60°F,58°F,94%,70°F,48W/m^2,4MPH,NNW,1018mb,,,0.00"
Ainsworth 2NE,2020-07-31 08:00:00 CDT,62°F,60°F,92%,62°F,205W/m^2,3MPH,SSW,1020mb,,,0.00"
Alda 3W,2020-07-31 08:00:00 CDT,61°F,60°F,96%,67°F,168W/m^2,3MPH,NNW,1020mb,,,0.00"
Alliance 6NW,2020-07-31 07:00:00 MDT,57°F,56°F,95%,67°F,63W/m^2,1MPH,NW,1022mb,,,0.00"
Arthur 8S,2020-07-31 07:00:00 MDT,57°F,57°F,100%,64°F,169W/m^2,4MPH,ENE,1022mb,,,0.00"
Axtell 5NE,2020-07-31 08:00:00 CDT,59°F,58°F,98%,69°F,81W/m^2,2MPH,NW,1020mb,,,0.00"
Big Springs 8NE,2020-07-31 07:00:00 MDT,59°F,57°F,95%,67°F,177W/m^2,3MPH,NW,1022mb,,,0.00"
Broadwater 7N,2020-07-31 07:00:00 MDT,63°F,58°F,84%,66°F,155W/m^2,0MPH,NNW,1020mb,,,0.00"
Brule 6SW,2020-07-31 07:00:00 MDT,61°F,58°F,91%,67°F,158W/m^2,5MPH,W,1022mb,,,0.00"
Central City 3W,2020-07-31 08:00:00 CDT,61°F,59°F,95%,68°F,87W/m^2,3MPH,NNW,1019mb,,,0.00"
Champion 5SE,2020-07-31 07:00:00 MDT,61°F,59°F,94%,73°F,124W/m^2,5MPH,NNW,1022mb,,,0.00"
Concord 2E,2020-07-31 08:00:00 CDT,61°F,60°F,94%,68°F,230W/m^2,2MPH,NNW,1019mb,,,0.00"
Cozad 8N,2020-07-31 08:00:00 CDT,59°F,58°F,97%,67°F,164W/m^2,1MPH,NNW,1021mb,,,0.00"
Curtis 1N,2020-07-31 08:00:00 CDT,57°F,57°F,98%,68°F,177W/m^2,0MPH,NNW,1021mb,,,0.00"
Decatur 7S,2020-07-31 08:00:00 CDT,63°F,59°F,87%,69°F,221W/m^2,7MPH,NNW,1016mb,,,0.00"
Dickens 1NE,2020-07-31 08:00:00 CDT,62°F,62°F,99%,65°F,178W/m^2,4MPH,SW,1021mb,,,0.00"
Dunning 6NW,2020-07-31 08:00:00 CDT,60°F,57°F,92%,66°F,168W/m^2,0MPH,WSW,1021mb,,,0.00"
Eagle 3NW Beta,2020-07-31 08:00:00 CDT,63°F,60°F,90%,70°F,180W/m^2,2MPH,NNE,1017mb,,,0.00"
Elgin 6W,2020-07-31 08:00:00 CDT,63°F,61°F,93%,67°F,213W/m^2,0MPH,NNW,1019mb,,,0.00"
Emmet 2E,2020-07-31 08:00:00 CDT,60°F,59°F,96%,68°F,215W/m^2,2MPH,WSW,1018mb,,,0.00"
Firth 3N,2020-07-31 08:00:00 CDT,64°F,60°F,87%,71°F,172W/m^2,3MPH,NNE,1017mb,,,0.00"
Fordyce 4N,2020-07-31 08:00:00 CDT,66°F,60°F,80%,70°F,212W/m^2,3MPH,WNW,1018mb,,,0.00"
Gordon 4SE,2020-07-31 07:00:00 MDT,60°F,58°F,91%,67°F,172W/m^2,2MPH,S,1020mb,,,0.00"
Gothenburg 2NW,2020-07-31 08:00:00 CDT,57°F,56°F,95%,65°F,195W/m^2,2MPH,WNW,1021mb,,,0.00"
Grant 1E,2020-07-31 07:00:00 MDT,59°F,58°F,95%,67°F,41W/m^2,2MPH,NW,1021mb,,,"0.00"
Guide Rock 3E,2020-07-31 08:00:00 CDT,65°F,61°F,86%,68°F,121W/m^2,5MPH,NNW,1018mb,,,0.00"
Harrison 4NW,2020-07-31 07:00:00 MDT,64°F,52°F,64%,66°F,10W/m^2,3MPH,NNW,1020mb,,,0.00"
Harvard 4SW,2020-07-31 08:00:00 CDT,63°F,61°F,94%,68°F,201W/m^2,3MPH,NNW,1019mb,,,0.00"
Hayes Center 3N,2020-07-31 08:00:00 CDT,58°F,58°F,99%,67°F,193W/m^2,2MPH,NW,1021mb,,,0.00"
Holdrege 5N,2020-07-31 08:00:00 CDT,59°F,58°F,97%,70°F,47W/m^2,4MPH,NW,1020mb,,,0.00"
Indianola 8SW,2020-07-31 08:00:00 CDT,61°F,60°F,98%,69°F,231W/m^2,3MPH,WNW,1020mb,,,0.00"
Kearney 3E,2020-07-31 08:00:00 CDT,58°F,57°F,96%,66°F,47W/m^2,5MPH,NW,1021mb,,,0.00"
Keystone 4W,2020-07-31 07:00:00 MDT,63°F,63°F,98%,69°F,175W/m^2,1MPH,NNE,1020mb,,,0.00"
Leigh 1W,2020-07-31 08:00:00 CDT,62°F,60°F,91%,72°F,177W/m^2,0MPH,NNE,1019mb,,,0.00"
Lexington 4S,2020-07-31 08:00:00 CDT,61°F,59°F,93%,66°F,241W/m^2,3MPH,WNW,1020mb,,,0.00"
Lincoln 1500 N 45th,2020-07-31 08:00:00 CDT,65°F,59°F,79%,68°F,252W/m^2,3MPH,NNE,1017mb,,,0.00"
Lincoln 1700 N 10th,2020-07-31 08:00:00 CDT,67°F,59°F,76%,70°F,261W/m^2,4MPH,NNW,1017mb,,,0.00"
Lincoln 5700 S 27th,2020-07-31 08:00:00 CDT,65°F,58°F,79%,71°F,196W/m^2,2MPH,NNW,1017mb,,,0.00"
Lincoln 9100 S 78th,2020-07-31 08:00:00 CDT,64°F,58°F,79%,70°F,208W/m^2,8MPH,NNW,1017mb,,,0.00"
Long Pine 20S,2020-07-31 08:00:00 CDT,62°F,61°F,94%,70°F,214W/m^2,1MPH,SW,1020mb,,,0.00"
Memphis 4N,2020-07-31 08:00:00 CDT,65°F,60°F,83%,73°F,200W/m^2,2MPH,NNW,1017mb,,,0.00"
Memphis 5N,2020-07-31 08:00:00 CDT,65°F,59°F,81%,73°F,236W/m^2,5MPH,NNW,1017mb,,,0.00"
Merna 2SW,2020-07-31 08:00:00 CDT,57°F,56°F,98%,68°F,176W/m^2,4MPH,NNW,1021mb,,,0.00"
Mullen 30N,2020-07-31 07:00:00 MDT,64°F,60°F,87%,66°F,116W/m^2,0MPH,NNW,,,,0.00"
Naper 12SW,2020-07-31 08:00:00 CDT,61°F,59°F,94%,68°F,211W/m^2,2MPH,WNW,1019mb,,,0.00"
Nebraska City 3NW,2020-07-31 08:00:00 CDT,65°F,61°F,85%,72°F,101W/m^2,3MPH,NNW,1016mb,,,0.00"
North Platte 3SW Beta,2020-07-31 08:00:00 CDT,57°F,57°F,99%,68°F,113W/m^2,0MPH,NNW,1021mb,,,0.00"
Oakland 4W,2020-07-31 08:00:00 CDT,63°F,59°F,87%,73°F,227W/m^2,6MPH,NNW,1018mb,,,0.00"
Ord 2N,2020-07-31 08:00:00 CDT,60°F,59°F,96%,66°F,198W/m^2,3MPH,NNW,1020mb,,,0.00"
Oshkosh 6N,2020-07-31 07:00:00 MDT,61°F,58°F,90%,68°F,158W/m^2,1MPH,NE,1021mb,,,0.00"
Overton 6SE,2020-07-31 08:00:00 CDT,61°F,59°F,92%,66°F,222W/m^2,3MPH,NW,1020mb,,,0.00"
Pierce 2SW,2020-07-31 08:00:00 CDT,63°F,60°F,93%,70°F,208W/m^2,2MPH,NNW,1019mb,,,0.00"
Plattsmouth 2SE,2020-07-31 08:00:00 CDT,63°F,60°F,87%,72°F,85W/m^2,4MPH,NNW,1017mb,,,0.00"
Plymouth 4E,2020-07-31 08:00:00 CDT,63°F,61°F,91%,68°F,248W/m^2,6MPH,NNW,1017mb,,,0.00"
Ragan 5W,2020-07-31 08:00:00 CDT,60°F,59°F,97%,67°F,55W/m^2,2MPH,WNW,1020mb,,,0.00"
Rulo 5SW,2020-07-31 08:00:00 CDT,66°F,63°F,92%,73°F,68W/m^2,4MPH,NNW,1015mb,,,0.00"
Scottsbluff 2NW,2020-07-31 07:00:00 MDT,56°F,55°F,97%,69°F,152W/m^2,0MPH,SSW,1023mb,,,0.00"
Scottsbluff 6NW,2020-07-31 07:00:00 MDT,59°F,56°F,88%,71°F,142W/m^2,2MPH,NW,1021mb,,,0.00"
Shelton 2SW,2020-07-31 08:00:00 CDT,61°F,60°F,96%,69°F,87W/m^2,2MPH,NW,1020mb,,,0.00"
Sidney 2NW,2020-07-31 07:00:00 MDT,58°F,55°F,88%,70°F,156W/m^2,6MPH,WSW,1023mb,,,"0.00"
Smithfield 2E,2020-07-31 08:00:00 CDT,62°F,59°F,92%,68°F,217W/m^2,3MPH,NNW,1020mb,,,0.00"
Sparks 5NE,2020-07-31 08:00:00 CDT,63°F,60°F,90%,67°F,183W/m^2,6MPH,S,1019mb,,,0.00"
Walton 5NW,2020-07-31 08:00:00 CDT,65°F,59°F,81%,69°F,248W/m^2,5MPH,NNW,1017mb,,,0.00"
West Point 2W,2020-07-31 08:00:00 CDT,62°F,59°F,90%,71°F,238W/m^2,3MPH,NNW,1018mb,,,0.00"
Whitman 5NE,2020-07-31 07:00:00 MDT,58°F,58°F,99%,65°F,175W/m^2,0MPH,NNW,1021mb,,,0.00"
Winslow 6E,2020-07-31 08:00:00 CDT,62°F,59°F,92%,71°F,100W/m^2,7MPH,NNW,1018mb,,,0.00"
Wood River 5SE,2020-07-31 08:00:00 CDT,62°F,60°F,94%,67°F,146W/m^2,1MPH,NNW,1019mb,,,0.00"
York 2W,2020-07-31 08:00:00 CDT,63°F,59°F,88%,69°F,190W/m^2,5MPH,NNW,1018mb,,,0.00"
Ainsworth 2NE,2020-07-31 09:00:00 CDT,68°F,62°F,81%,66°F,366W/m^2,4MPH,WSW,1019mb,,,0.00"
Alda 3W,2020-07-31 09:00:00 CDT,66°F,63°F,89%,67°F,420W/m^2,3MPH,NNW,1019mb,,,0.00"
Alliance 6NW,2020-07-31 08:00:00 MDT,67°F,60°F,80%,66°F,370W/m^2,7MPH,NW,1020mb,,,0.00"
Arthur 8S,2020-07-31 08:00:00 MDT,66°F,60°F,81%,64°F,341W/m^2,1MPH,S,1019mb,,,0.00"
Axtell 5NE,2020-07-31 09:00:00 CDT,63°F,61°F,94%,69°F,389W/m^2,3MPH,NNW,1020mb,,,0.00"
Big Springs 8NE,2020-07-31 08:00:00 MDT,64°F,61°F,88%,67°F,351W/m^2,3MPH,WSW,1020mb,,,0.00"
Broadwater 7N,2020-07-31 08:00:00 MDT,67°F,59°F,75%,67°F,333W/m^2,0MPH,WNW,1019mb,,,0.00"
Brule 6SW,2020-07-31 08:00:00 MDT,65°F,60°F,84%,67°F,339W/m^2,6MPH,W,1021mb,,,0.00"
Central City 3W,2020-07-31 09:00:00 CDT,66°F,61°F,84%,69°F,424W/m^2,4MPH,NE,1019mb,,,0.00"
Champion 5SE,2020-07-31 08:00:00 MDT,64°F,61°F,89%,72°F,361W/m^2,3MPH,NNW,1021mb,,,0.00"
Concord 2E,2020-07-31 09:00:00 CDT,67°F,62°F,84%,68°F,382W/m^2,2MPH,NNW,1018mb,,,0.00"
Cozad 8N,2020-07-31 09:00:00 CDT,67°F,63°F,87%,67°F,375W/m^2,1MPH,NNW,1019mb,,,0.00"
Curtis 1N,2020-07-31 09:00:00 CDT,64°F,60°F,88%,68°F,364W/m^2,1MPH,WNW,1020mb,,,0.00"
Decatur 7S,2020-07-31 09:00:00 CDT,68°F,60°F,75%,69°F,385W/m^2,4MPH,NNW,1016mb,,,0.00"
Dickens 1NE,2020-07-31 09:00:00 CDT,67°F,60°F,79%,67°F,360W/m^2,2MPH,SW,1020mb,,,0.00"
Dunning 6NW,2020-07-31 09:00:00 CDT,65°F,61°F,87%,66°F,380W/m^2,4MPH,W,1020mb,,,0.00"
Eagle 3NW Beta,2020-07-31 09:00:00 CDT,67°F,61°F,80%,70°F,480W/m^2,5MPH,NNW,1017mb,,,0.00"
Elgin 6W,2020-07-31 09:00:00 CDT,68°F,62°F,82%,68°F,402W/m^2,1MPH,NNW,1018mb,,,0.00"
Emmet 2E,2020-07-31 09:00:00 CDT,66°F,62°F,87%,69°F,379W/m^2,1MPH,WSW,1017mb,,,0.00"
Firth 3N,2020-07-31 09:00:00 CDT,68°F,62°F,81%,71°F,480W/m^2,4MPH,NNE,1017mb,,,0.00"
Fordyce 4N,2020-07-31 09:00:00 CDT,71°F,60°F,69%,71°F,390W/m^2,1MPH,NW,1018mb,,,0.00"
Gordon 4SE,2020-07-31 08:00:00 MDT,66°F,60°F,80%,67°F,434W/m^2,2MPH,S,1019mb,,,0.00"
Gothenburg 2NW,2020-07-31 09:00:00 CDT,63°F,59°F,88%,65°F,375W/m^2,3MPH,NNW,1020mb,,,0.00"
Grant 1E,2020-07-31 08:00:00 MDT,65°F,61°F,87%,67°F,350W/m^2,4MPH,NNW,1020mb,,,"0.00"
Guide Rock 3E,2020-07-31 09:00:00 CDT,69°F,60°F,74%,68°F,392W/m^2,7MPH,NNW,1018mb,,,0.00"
Harrison 4NW,2020-07-31 08:00:00 MDT,68°F,53°F,59%,65°F,332W/m^2,0MPH,NNW,1019mb,,,0.00"
Harvard 4SW,2020-07-31 09:00:00 CDT,65°F,62°F,89%,68°F,318W/m^2,6MPH,NNW,1019mb,,,0.00"
Hayes Center 3N,2020-07-31 09:00:00 CDT,67°F,62°F,83%,67°F,360W/m^2,0MPH,NNW,1019mb,,,0.00"
Holdrege 5N,2020-07-31 09:00:00 CDT,65°F,62°F,90%,70°F,396W/m^2,3MPH,NNW,1019mb,,,0.00"
Indianola 8SW,2020-07-31 09:00:00 CDT,63°F,62°F,95%,69°F,356W/m^2,4MPH,WNW,1020mb,,,0.00"
Kearney 3E,2020-07-31 09:00:00 CDT,64°F,61°F,89%,66°F,400W/m^2,5MPH,NNW,1020mb,,,0.00"
Keystone 4W,2020-07-31 08:00:00 MDT,67°F,63°F,85%,69°F,334W/m^2,0MPH,NNW,1020mb,,,0.00"
Leigh 1W,2020-07-31 09:00:00 CDT,69°F,60°F,74%,71°F,435W/m^2,6MPH,NNW,1018mb,,,0.00"
Lexington 4S,2020-07-31 09:00:00 CDT,66°F,60°F,82%,67°F,342W/m^2,3MPH,NNW,1019mb,,,0.00"
Lincoln 1500 N 45th,2020-07-31 09:00:00 CDT,69°F,61°F,75%,69°F,332W/m^2,3MPH,NNE,1017mb,,,0.00"
Lincoln 1700 N 10th,2020-07-31 09:00:00 CDT,69°F,59°F,72%,70°F,357W/m^2,5MPH,NNE,1017mb,,,0.00"
Lincoln 5700 S 27th,2020-07-31 09:00:00 CDT,69°F,59°F,72%,71°F,378W/m^2,3MPH,NNW,1017mb,,,0.00"
Lincoln 9100 S 78th,2020-07-31 09:00:00 CDT,68°F,59°F,74%,70°F,460W/m^2,8MPH,NNE,1017mb,,,0.00"
Long Pine 20S,2020-07-31 09:00:00 CDT,68°F,62°F,82%,70°F,387W/m^2,4MPH,SSW,1018mb,,,0.00"
Memphis 4N,2020-07-31 09:00:00 CDT,69°F,60°F,72%,74°F,194W/m^2,8MPH,NNE,1017mb,,,0.00"
Memphis 5N,2020-07-31 09:00:00 CDT,68°F,60°F,74%,73°F,366W/m^2,5MPH,NNE,1017mb,,,0.00"
Merna 2SW,2020-07-31 09:00:00 CDT,64°F,61°F,91%,68°F,377W/m^2,3MPH,NNW,1020mb,,,0.00"
Mullen 30N,2020-07-31 08:00:00 MDT,68°F,61°F,78%,66°F,349W/m^2,8MPH,S,,,,0.00"
Naper 12SW,2020-07-31 09:00:00 CDT,67°F,61°F,80%,69°F,377W/m^2,5MPH,WSW,1018mb,,,0.00"
Nebraska City 3NW,2020-07-31 09:00:00 CDT,67°F,61°F,80%,72°F,281W/m^2,4MPH,NNW,1017mb,,,0.00"
North Platte 3SW Beta,2020-07-31 09:00:00 CDT,62°F,62°F,99%,68°F,361W/m^2,2MPH,NNW,1020mb,,,0.00"
Oakland 4W,2020-07-31 09:00:00 CDT,68°F,60°F,77%,73°F,438W/m^2,7MPH,NNE,1018mb,,,0.00"
Ord 2N,2020-07-31 09:00:00 CDT,65°F,62°F,91%,66°F,346W/m^2,3MPH,NW,1019mb,,,0.00"
Oshkosh 6N,2020-07-31 08:00:00 MDT,64°F,60°F,86%,68°F,340W/m^2,3MPH,SW,1020mb,,,0.00"
Overton 6SE,2020-07-31 09:00:00 CDT,65°F,61°F,86%,66°F,416W/m^2,3MPH,NNW,1019mb,,,0.00"
Pierce 2SW,2020-07-31 09:00:00 CDT,67°F,62°F,86%,70°F,342W/m^2,2MPH,NNW,1018mb,,,0.00"
Plattsmouth 2SE,2020-07-31 09:00:00 CDT,67°F,60°F,80%,72°F,280W/m^2,5MPH,NNW,1017mb,,,0.00"
Plymouth 4E,2020-07-31 09:00:00 CDT,67°F,62°F,82%,68°F,193W/m^2,7MPH,NNE,1017mb,,,0.00"
Ragan 5W,2020-07-31 09:00:00 CDT,65°F,61°F,86%,67°F,405W/m^2,7MPH,NNE,1019mb,,,0.00"
Rulo 5SW,2020-07-31 09:00:00 CDT,68°F,65°F,87%,73°F,214W/m^2,5MPH,NNW,1015mb,,,0.00"
Scottsbluff 2NW,2020-07-31 08:00:00 MDT,62°F,58°F,86%,68°F,310W/m^2,3MPH,NNW,1021mb,,,0.00"
Scottsbluff 6NW,2020-07-31 08:00:00 MDT,62°F,57°F,84%,71°F,321W/m^2,5MPH,WNW,1021mb,,,0.00"
Shelton 2SW,2020-07-31 09:00:00 CDT,64°F,61°F,93%,70°F,341W/m^2,4MPH,NNW,1020mb,,,0.00"
Sidney 2NW,2020-07-31 08:00:00 MDT,65°F,57°F,76%,69°F,338W/m^2,4MPH,W,1021mb,,,"0.00"
Smithfield 2E,2020-07-31 09:00:00 CDT,66°F,61°F,83%,68°F,412W/m^2,4MPH,NNW,1019mb,,,0.00"
Sparks 5NE,2020-07-31 09:00:00 CDT,69°F,61°F,75%,67°F,356W/m^2,8MPH,S,1018mb,,,0.00"
Walton 5NW,2020-07-31 09:00:00 CDT,69°F,61°F,74%,70°F,386W/m^2,6MPH,NNE,1017mb,,,0.00"
West Point 2W,2020-07-31 09:00:00 CDT,67°F,60°F,79%,70°F,432W/m^2,5MPH,NNW,1018mb,,,0.00"
Whitman 5NE,2020-07-31 08:00:00 MDT,65°F,60°F,83%,65°F,341W/m^2,2MPH,WSW,1020mb,,,0.00"
Winslow 6E,2020-07-31 09:00:00 CDT,65°F,62°F,90%,71°F,303W/m^2,5MPH,NNW,1018mb,,,0.00"
